,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
11958,55,1576,2,3,5,63199.89407910426,0.0,129759.12,63199.89407910426
11959,39,1638,1,3,1,104550.80900148315,0.32,107524.38,1823578.4749141554
11960,38,1638,3,3,4,-99116.79385728392,0.09,8813.22,-56951.88562170076
11961,59,1709,1,3,1,24385.25654826687,0.04,95208.5,54832.25434241271
11962,37,1638,3,3,3,-78510.94726069193,0.34,61679.34,1106299.7414863738
11963,61,1903,3,3,4,-134227.48405735756,0.22,120441.56,10441.344620062766
11964,37,1619,3,3,3,-131720.75892388643,0.17,51120.34,372778.68660425465
11965,46,1716,1,3,1,-59548.188249110965,0.12,19777.37,14130.103943005954
11966,44,1315,3,3,2,-112832.96229506064,0.33,94496.53,1006072.2921690767
11967,37,1619,3,3,5,-72717.2036126927,0.02,91327.15,30478.170371535845
11968,48,1399,2,3,5,34202.8837839145,0.12,6590.91,55247.28492222696
11969,43,1399,3,1,5,34882.62994360168,0.02,62632.46,83059.11170168067
11970,36,1426,2,3,5,125544.90451610088,0.24,86238.59,1367039.9047496368
11971,41,1449,1,3,1,277901.19439515827,0.3,39070.67,793195.4883131736
11972,53,1216,1,3,1,-2907.559268662923,0.35,41346.28,308101.01601140434
11973,42,1320,2,3,3,248138.78449856123,0.14,74892.39,679613.7775707813
11974,62,1358,1,3,1,-159047.98250623047,0.29,79665.18,-60356.33065317263
11975,40,1526,3,2,5,-296991.23037166666,0.27,173999.11,1906215.6766644912
11976,42,1304,2,3,5,340560.17734719213,0.19,74591.12,923777.7939069879
11977,38,1423,1,3,1,-55577.2344407141,0.16,25694.12,162961.17076703053
11978,35,1472,2,3,5,120616.9907309805,0.19,147509.9,1903766.0502862562
11979,45,1194,1,3,1,49079.22457885736,0.28,17885.51,216398.79193906582
11980,44,1432,1,1,1,435038.3736917967,0.27,49314.23,992301.584490594
11981,50,1292,2,3,5,2296.2550824799923,0.06,110343.28,151504.47633600378
11982,40,1340,1,3,1,-190009.18732339665,0.14,18980.7,-65390.0461221834
11983,46,1340,1,3,1,-218641.4566798612,0.3,31572.85,75410.99665921755
11984,50,1287,1,3,1,-236696.9526139167,0.02,28597.97,-223806.7182013283
11985,45,1325,3,3,3,-58581.56735504048,0.29,140961.47,1307214.2901194321
11986,63,1325,1,1,1,301651.0551606689,0.31,50131.82,360789.2189481602
11987,43,1376,1,3,1,147357.04155065943,0.0,105152.91,147357.04155065943
11988,40,1376,1,3,1,-66866.32594845822,0.13,104592.12,570790.2041832211
11989,35,1376,3,3,5,-244493.8457901296,0.07,44838.5,-9320.241510083462
11990,46,1413,2,3,5,-143965.4480256656,0.03,86131.12,-63747.580000312824
11991,49,1372,1,1,1,-740.4671245966621,0.29,63592.46,472599.4524431515
11992,62,1362,3,1,5,-182283.227649067,0.2,54425.41,-135784.0166912339
11993,35,1492,1,3,1,28964.03400786597,0.04,185436.02,500882.4963878551
11994,42,1523,2,3,3,252426.4570383737,0.11,52251.8,493469.54150887474
11995,42,1523,2,1,3,95530.61011401318,0.33,91481.53,1337861.4428294988
11996,42,1363,3,3,5,137249.7788958771,0.04,64085.73,242739.76414682245
11997,45,1388,1,3,1,41343.10148586668,0.01,135305.05,86549.65302166172
11998,61,1313,1,3,1,94975.97567155892,0.28,27858.68,137564.68497618093
11999,46,1388,1,3,1,138083.0751025284,0.25,54255.97,614988.8152435425
12000,54,1303,1,3,1,-130714.21082879449,0.28,76267.74,197622.955549271
12001,43,1767,3,1,3,124006.66812875678,0.02,31502.86,159455.41226019332
12002,43,1979,1,2,1,22585.30790236605,0.02,25823.18,42448.33037035774
12003,43,1766,1,2,1,-35007.94800183406,0.07,58669.43,154002.78806947253
12004,43,1979,1,2,1,22287.19480069351,0.12,22408.23,125704.78534328166
12005,43,1979,3,2,2,35051.1081982576,0.31,71659.79,889414.9120262242
12006,44,1669,1,1,1,-60007.07394568334,0.14,16821.02,24490.42905169267
12007,42,1815,2,2,5,129208.32223546552,0.33,208383.66,2959084.974408868
12008,48,1475,3,4,3,-293886.8894266357,0.28,232704.44,1439807.9050799678
12009,63,1716,3,2,4,35828.908187441964,0.17,36251.64,62130.788310960255
12010,50,1824,2,2,3,-1735.4393086591667,0.19,3620.39,13767.16174195436
12011,47,1705,3,2,4,-91176.40067090368,0.01,72920.6,-70190.86874394682
12012,54,2322,2,2,5,-301546.78264459904,0.11,268251.08,152139.13747969555
12013,41,1835,1,2,1,146603.33964431117,0.34,19379.34,436271.7387652743
12014,52,1876,3,2,5,23993.42224377642,0.18,85888.51,314671.02913304855
12015,52,1946,1,2,1,-132163.17303693885,0.25,129596.42,477004.73459602054
12016,40,1747,1,2,1,-73922.22127098273,0.26,68608.26,772996.4984884884
12017,45,1705,3,2,3,3085.266387526566,0.21,54137.19,382926.7361959387
12018,35,1823,1,1,1,179976.00609038217,0.26,33259.47,730151.8922144854
12019,54,1999,3,2,5,-14229.098676647976,0.01,68526.54,-3692.9972841376857
12020,58,1716,3,2,2,-94435.69778176186,0.23,78742.26,74837.83726483832
12021,40,1682,1,1,1,130617.69434062947,0.0,7010.16,130617.69434062947
12022,45,1878,1,4,1,-44268.58925161769,0.16,13717.94,29063.870883455682
12023,52,1837,3,2,5,-212919.0220661059,0.19,139810.64,286537.6591103877
12024,45,1998,1,2,1,-135314.74035149856,0.01,80103.5,-108551.48945326854
12025,59,1716,1,1,1,-54942.73037433251,0.01,38968.26,-51827.287619059345
12026,44,1834,1,1,1,394737.7934860212,0.16,129435.57,1137820.4680404654
12027,52,2319,2,2,5,-263922.20263379434,0.04,27008.3,-243609.80252308355
12028,52,1803,1,1,1,462735.8822742977,0.29,28544.18,618375.290759581
12029,46,1803,1,1,1,69071.11202622227,0.19,51582.97,437795.31811190373
12030,41,1844,1,2,1,-75410.19786038256,0.14,92294.58,492640.96521568537
12031,47,1758,3,2,3,155400.1443554972,0.1,124087.18,512505.7465606413
12032,41,1759,2,2,5,-78500.40281907488,0.14,25400.17,77831.59534192055
12033,43,1970,1,2,1,-210149.46992992968,0.21,74796.55,393947.24892389716
12034,62,1724,1,2,1,30131.664889430624,0.25,54399.39,99294.96367121342
12035,36,2026,1,2,1,167695.35538906892,0.26,39353.45,781440.7490504466
12036,49,2011,3,2,5,-51281.15719742607,0.0,91582.08,-51281.15719742607
12037,42,1839,1,4,1,148280.7458707243,0.26,8330.28,237410.52941513568
12038,48,1714,3,2,5,35351.333393548106,0.25,184647.01,1263616.7737974508
12039,52,1714,2,1,5,-58264.15428411967,0.07,63604.54,25448.31611723807
12040,59,2059,1,2,1,71071.79915832443,0.06,7494.39,74666.77769172957
12041,51,1578,1,1,1,47661.78500512001,0.21,76097.04,377325.5801145575
12042,50,1654,1,1,1,83624.5250513807,0.03,72204.58,132442.70839774198
12043,52,1654,1,1,1,88609.89279735775,0.1,58848.17,220721.0129909312
12044,46,2012,3,2,5,55166.32827779996,0.33,59279.51,662473.3621078882
12045,62,1624,3,2,5,-121366.08611836284,0.03,11101.13,-119943.42218508151
12046,58,1624,3,2,5,25466.45680366692,0.17,8956.73,39697.99217449459
12047,57,1939,2,2,1,181769.7474680799,0.01,72203.76,189537.3150141652
12048,48,1934,3,2,3,-100753.97373392242,0.25,64140.65,325907.38254822145
12049,51,1802,1,1,1,593950.389088809,0.05,59216.44,666520.065330347
12050,39,1605,3,1,1,-160388.10987436917,0.19,35961.4,277041.4198083562
12051,52,1832,2,2,1,173344.27869272692,0.13,143766.17,524746.1401253056
12052,52,1884,3,2,2,-5793.995979308451,0.13,70241.67,165894.89013439213
12053,42,1759,1,1,1,-115988.73857570226,0.14,67242.72,286334.59078715264
12054,55,1723,3,2,5,-28046.269545287345,0.05,6613.11,-23493.354605866996
12055,61,1666,1,1,1,717345.0035548422,0.29,29799.98,764528.4741997478
12056,60,1837,1,2,1,2211.376007906265,0.06,54111.95,29829.180169410472
12057,35,1913,3,2,4,13385.13101657487,0.35,88419.73,1982314.36857501
12058,38,1701,1,1,1,148507.37841990593,0.22,54289.52,861400.4283797017
12059,48,1855,1,1,1,107670.6509444638,0.16,6799.34,136617.19265838465
12060,37,1697,3,2,5,-10327.731767412582,0.06,20919.73,60587.19422115988
12061,44,1593,1,1,1,60281.74215938425,0.1,94089.59,397883.8025171509
12062,48,1747,1,1,1,-238874.49241538023,0.06,92742.84,-90813.1831525978
12063,47,1568,1,1,1,36284.680529065,0.1,107849.87,346661.56856936455
12064,44,1678,1,1,1,-116706.70341961885,0.04,7804.59,-105505.27012929365
12065,42,1831,3,2,5,-111700.4295241088,0.24,47160.61,386556.02067333617
12066,55,1612,1,2,1,-186933.90681574272,0.32,7194.62,-155233.0044503964
12067,36,1697,1,2,1,28281.10919694468,0.21,129252.85,1656420.21908752
12068,41,1662,1,1,1,173581.48127749097,0.22,83497.66,981151.5336783868
12069,63,1860,1,4,1,-84553.69260778002,0.06,41281.77,-73108.48866734077
12070,38,1913,1,2,1,67064.88135473797,0.08,170277.72,791203.7382451645
12071,54,1858,3,2,5,-337784.47190022527,0.09,37806.2,-268271.81888996257
12072,43,1678,3,2,3,-16592.318659974204,0.22,30966.86,349318.9632714232
12073,50,1666,1,1,1,61409.32040723514,0.02,80436.12,97665.05611291953
12074,49,1665,1,1,1,195313.0231889743,0.26,102075.89,846295.5153668043
12075,38,1846,1,1,1,215121.2863808584,0.26,60106.61,1096705.712452843
12076,45,1722,1,2,1,20303.67094614806,0.18,42286.03,369434.3920339259
12077,62,1718,3,1,5,-77618.72259883588,0.27,47640.13,-17684.337118565185
12078,44,1701,1,1,1,171664.57219992462,0.12,9924.61,214397.06302166963
12079,63,1883,1,4,1,304290.1609255273,0.0,23144.27,304290.1609255273
12080,36,1568,3,1,5,-332306.43213345454,0.18,60870.8,324917.8498864816
12081,49,2011,2,2,5,-43254.28102074193,0.21,56503.02,247793.1303628748
12082,56,1938,2,2,5,132113.8157685845,0.16,152564.8,430681.63247271033
12083,46,1746,3,2,5,17747.014372453974,0.27,36633.37,398429.3425774466
12084,53,1994,3,2,5,-83275.9409847678,0.32,30954.48,149737.49613192014
12085,58,2045,3,2,3,42810.26774337627,0.04,74992.26,70847.15438624455
12086,36,2216,3,2,5,104298.17094455664,0.15,93290.21,943679.7146778827
12087,49,2072,3,1,4,-174827.4009310349,0.06,43423.35,-97553.37713838744
12088,42,2104,1,2,1,177321.21249164216,0.04,66567.7,294650.0851311429
12089,52,1872,3,2,5,51761.69298879521,0.28,20137.91,157778.9172196571
12090,46,1746,1,2,1,-65073.621971718734,0.11,96010.82,262797.0948509772
12091,60,1712,3,2,2,15856.529774657434,0.23,105954.03,179132.1874697641
12092,36,2359,2,2,5,58709.35612596177,0.15,22857.02,264366.0990226013
12093,38,1742,1,2,1,156586.0854632407,0.2,82567.48,1034421.4326760637
12094,38,2019,1,2,1,139458.4762899872,0.03,118738.38,328817.6774575439
12095,38,1659,3,2,5,-57569.23431891602,0.07,54422.91,144944.19994919753
12096,61,1627,3,2,5,-52733.26136230675,0.26,24909.22,-17373.494843260843
12097,45,1134,1,3,1,46011.22048297896,0.15,94157.36,517892.6706558742
12098,45,1912,2,2,5,219857.219298004,0.04,51666.0,291233.4553387882
12099,44,1912,2,2,4,12554.482869285412,0.13,127745.14,608424.1131237986
12100,45,1659,3,2,2,-141557.42369248922,0.09,18881.03,-84782.62998231336
12101,62,1627,3,2,5,-204017.92625927803,0.35,60007.99,-114297.56722496494
12102,47,1303,1,3,1,88326.177456876,0.08,19761.36,133822.52841395405
12103,47,1701,3,1,2,67943.68056709995,0.16,51977.51,312463.42640360945
12104,45,1701,1,1,1,-16522.34924239106,0.04,15376.96,4027.9357529985136
12105,44,1742,3,1,3,255261.72486191613,0.19,15814.52,363075.2206756539
12106,53,1295,1,3,1,-47411.39210033076,0.01,83176.94,-33228.29133314763
12107,53,1623,1,1,1,77787.82758958953,0.34,92280.72,612793.1971230108
12108,60,1489,1,1,1,743349.0865498823,0.16,53935.52,816847.6989848156
12109,53,1460,2,1,5,-97581.23532767846,0.12,7847.98,-81522.64632565391
12110,46,1582,1,1,1,34496.84738145532,0.15,53673.12,339783.9535811983
12111,37,1967,2,4,5,-58923.50720233757,0.22,101527.1,1203005.6956072967
12112,36,1583,1,1,1,-194734.84382166472,0.11,82401.04,348962.8166043308
12113,39,1352,1,3,1,-4355.715349086564,0.32,24886.61,393514.71274153783
12114,58,1812,2,2,3,-227874.82262328293,0.31,87822.32,26585.4288318833
12115,56,1607,1,4,1,-39171.97046149855,0.01,97187.46,-27284.788857673666
12116,60,1236,3,3,3,48087.23292830961,0.05,54032.06,66188.02817746146
12117,50,1340,3,1,3,-237608.6155026885,0.01,49451.74,-225562.6395170693
12118,45,1645,1,1,1,-108131.16785147609,0.08,32896.24,-20203.891292684973
12119,61,1227,1,3,1,-276293.1468189393,0.16,85391.01,-201698.43415553408
12120,37,2083,1,1,1,-175073.9611721174,0.07,37475.81,-26863.31626431481
12121,42,1561,1,1,1,-33321.40763021411,0.13,107491.24,541729.5482872566
12122,53,1549,1,1,1,12250.056563307831,0.19,22142.75,83988.74081567806
12123,59,2042,2,2,4,59618.76493840658,0.28,21891.06,108622.99658495706
12124,59,1727,2,4,2,187911.17158657176,0.14,136203.69,340360.55448248796
12125,42,1561,1,1,1,95990.01433440347,0.04,56887.43,210728.04390713878
12126,56,1340,3,3,3,14675.505095324696,0.26,40152.93,171470.7350177726
12127,45,1595,1,1,1,62762.88200742671,0.07,38825.08,153565.37503565854
12128,60,1633,3,1,3,-45622.78607250647,0.11,105660.03,32248.89329541569
12129,57,1549,1,1,1,68919.51859806929,0.24,63017.35,243596.88390360394
12130,40,1595,1,1,1,161883.16493403295,0.21,77138.7,921572.6295516203
12131,56,1351,3,4,4,20940.61625101344,0.18,30247.01,87532.85577624367
12132,56,1943,1,2,1,32459.88388267012,0.35,106327.81,487640.3109176453
12133,60,1725,3,2,3,-190365.7805156747,0.22,34317.52,-119396.67323138274
12134,58,1612,3,2,5,-137776.8964790782,0.16,62300.66,-44609.065975189995
12135,55,1612,3,2,5,-37190.57083818151,0.31,55391.71,199249.0487462568
12136,50,1878,1,4,1,182493.0981226668,0.29,34554.65,408332.7052312045
12137,41,1228,2,3,1,-154854.11455228887,0.11,13040.9,-91789.83049717377
12138,48,1124,1,3,1,20056.38110776056,0.28,55087.86,478208.4172537548
12139,62,1343,2,3,5,43998.03534343979,0.03,130780.51,60758.19532293192
12140,54,1337,3,3,1,57646.57012891025,0.34,85864.66,506510.2945921091
12141,41,2201,2,3,5,-77337.13778892824,0.0,95202.36,-77337.13778892824
12142,45,1307,1,3,1,103351.1630565152,0.28,87957.36,926195.3213358211
12143,62,1828,2,2,3,-5810.626139202919,0.03,119862.0,9550.273550375327
12144,42,1562,3,2,5,-101720.78095033068,0.2,32080.68,263218.6563965894
12145,49,1562,2,2,5,54191.11540694885,0.23,53765.15,357511.4198484029
12146,37,1295,1,3,1,9896.66488304136,0.29,154763.49,2545590.654348266
12147,35,1459,1,1,1,172074.9039789541,0.16,57104.42,824566.2621204089
12148,45,1459,1,1,1,448547.12705364864,0.27,14251.01,577104.4387434749
12149,36,1641,1,1,1,-268671.03738355543,0.13,60367.44,253473.7479755021
12150,42,1593,1,1,1,79854.31275114343,0.03,109878.68,215505.81035357388
12151,49,1967,1,1,1,177897.83517927493,0.25,6156.33,215649.37630893703
12152,54,3312,2,1,5,33007.901002064704,0.31,56084.64,300325.017285414
12153,37,2056,3,4,1,14791.025731444342,0.3,126109.49,2152257.701880377
12154,60,3292,2,1,5,12230.662244516428,0.33,69681.1,166296.04374793227
12155,39,3286,1,1,1,347245.11270584795,0.18,46182.35,871485.3881466307
12156,47,1738,1,2,1,-293612.0993667237,0.11,4061.11,-280756.0602062845
12157,55,1141,1,3,1,47237.38851888982,0.03,123811.07,98381.368002245
12158,63,2770,1,1,1,124756.409595279,0.28,74026.86,189715.13322114787
12159,60,2749,1,1,1,650745.1738907499,0.15,141652.1,793105.9681328563
12160,56,2702,2,1,3,18248.173594718974,0.1,168148.64,223913.94777136412
12161,50,1555,1,4,1,-8000.275936015042,0.11,108906.23,261985.58618293868
12162,52,1562,1,1,1,-227814.3084219832,0.19,345468.64,1006330.8209112124
12163,43,1306,1,3,1,122167.73549813782,0.01,20996.46,130242.90588242606
12164,50,1733,1,4,1,606851.7305637264,0.12,14068.61,644899.3991414511
12165,51,1547,3,1,3,78523.53114461471,0.09,53424.07,177712.56849402457
12166,35,3004,2,1,5,-239779.19667455967,0.32,42079.57,693883.275038142
12167,36,3004,2,1,5,221921.55782862369,0.33,56682.32,1343923.5897757062
12168,51,1257,1,3,1,81291.00117497832,0.22,49678.85,360058.5003473287
12169,51,2900,3,1,3,-103695.1216628602,0.33,127010.59,760950.3443732443
12170,60,1745,3,4,3,32027.900426158285,0.21,43644.13,105710.04789272603
12171,48,1547,1,4,1,-165960.310805981,0.28,31562.77,69188.6620679753
12172,47,1257,1,3,1,87660.30042673643,0.16,49905.88,381141.61032030673
12173,43,1559,1,1,1,165246.06393224487,0.03,76114.25,253065.94462960685
12174,48,1562,1,1,1,-171902.70159466125,0.25,29477.58,24181.127657387144
12175,41,2923,3,1,3,-83015.2897209181,0.05,130058.49,202870.08061183733
12176,44,1562,1,1,1,-105161.27202108488,0.1,11340.45,-64470.69949989274
12177,48,1559,1,1,1,-270277.27985666704,0.28,77053.39,303785.94447238825
12178,46,2930,3,1,5,20308.504798552018,0.14,115222.88,521099.5194700391
12179,52,3259,2,1,3,58900.40684723874,0.29,9955.32,113182.57981846126
12180,40,1857,1,2,1,-101020.03718690772,0.26,86075.42,948515.1218064647
12181,44,1857,3,2,5,-30204.66183780309,0.34,54719.25,637343.4403506309
12182,61,3388,1,1,1,103430.2887704024,0.06,136104.31,148016.34310168255
12183,35,2991,3,1,5,134582.8703605699,0.14,51789.95,605448.1446731724
12184,62,2874,1,1,1,101240.07237766494,0.09,148972.22,158514.62130777913
12185,43,1664,1,4,1,489244.23567359976,0.26,44034.12,1032933.313631763
12186,52,1699,1,1,1,79837.27687532749,0.12,54379.84,234681.87165053352
12187,49,1699,1,1,1,85030.30551963976,0.23,137104.14,858514.0488921355
12188,49,1699,1,1,1,-194213.0141279253,0.3,105560.49,582562.3400007103
12189,56,3171,1,1,1,493166.10257250274,0.33,115476.98,959264.9435814291
12190,60,2874,1,1,1,903411.0554305948,0.1,37608.99,928609.1555036773
12191,44,1664,1,1,1,5730.9218429183,0.31,23210.33,263901.36569020693
12192,56,3185,1,1,1,46409.2724906582,0.27,21662.36,117947.50382997571
12193,47,1318,1,3,1,-97965.8649481708,0.18,57675.83,242984.32257876702
12194,46,1699,1,1,1,70881.8488311205,0.13,105293.97,495830.66044621356
12195,38,1657,3,2,5,182176.88388473872,0.27,76695.18,1282970.428177812
12196,37,1893,1,4,1,469762.25114186754,0.04,267338.06,1073921.0600375384
12197,51,1595,1,1,1,93215.2022337194,0.29,23601.95,234413.70092541026
12198,62,3388,1,1,1,-97441.51442272424,0.34,78765.58,16959.340712429315
12199,52,1893,1,2,1,105431.41561665444,0.02,87147.03,138202.18130387127
12200,50,2049,1,1,1,262534.0907158523,0.33,61401.56,744785.7100605785
12201,50,3312,2,1,3,87621.30239076681,0.18,19351.17,166122.33085959294
12202,48,1628,1,3,1,62754.685019382094,0.28,16003.25,181982.1102467985
12203,38,1470,1,1,1,457884.0490208263,0.32,19831.26,795229.0862246798
12204,54,3708,1,1,1,115841.92928615386,0.01,79106.01,128004.64671091997
12205,40,1781,1,1,1,20011.938029987752,0.12,82506.9,484330.46103377786
12206,56,2749,1,1,1,-198686.8004647185,0.15,134574.22,48213.60093476495
12207,45,1046,2,3,1,34073.314593789706,0.13,106801.75,497956.99522023555
12208,42,1512,1,1,1,100781.40465572712,0.1,71194.96,393762.20086190454
12209,46,2964,1,1,1,95346.08035405463,0.3,38761.04,456345.4486712692
12210,44,1133,1,3,1,37782.33781277515,0.34,135430.48,1689967.9928147837
12211,35,1732,1,1,1,182422.667482968,0.12,54388.09,676866.84471991
12212,58,2865,1,1,1,167356.8139804706,0.27,104416.64,430860.58250720927
12213,57,2865,1,1,1,-165210.18552030766,0.25,49006.71,-418.6206133562955
12214,61,2865,1,1,1,-131285.6508638948,0.09,102402.97,-80966.76988094374
12215,51,1547,1,4,1,46796.57323036218,0.02,66591.52,76204.89940870323
12216,46,2930,3,1,3,-192725.83200855448,0.24,96119.76,523440.1458455436
12217,59,3032,1,1,1,57543.13145767607,0.27,128809.5,335591.54410952906
12218,42,2923,3,1,5,-42208.7233447361,0.06,66746.21,122595.28314289774
12219,42,1449,1,3,1,159746.33036104322,0.17,89256.52,784169.1645550285
12220,49,1473,1,4,1,-73912.62759532525,0.2,56345.76,244024.2563423546
12221,58,2005,2,4,3,69986.85987657715,0.0,72541.8,69986.85987657715
12222,42,3262,3,1,5,-2838.7866394154435,0.26,59356.96,632250.6697359148
12223,61,2874,1,1,1,216042.1808854453,0.27,10438.44,231429.93633846613
12224,55,1316,1,4,1,-115535.3294685414,0.34,126516.11,476760.3065658156
12225,52,1621,1,1,1,31231.62140369605,0.16,59180.54,236533.92982251092
12226,48,1699,3,1,3,-268142.21337848925,0.1,76636.77,-64228.16991754703
12227,43,1739,1,1,1,-116883.22460283514,0.15,75597.46,319234.84252806316
12228,56,3300,2,1,1,91182.97832630794,0.32,81543.94,410344.35934279725
12229,35,1595,1,1,1,-65532.66299153139,0.04,23590.94,-5495.782719302821
12230,51,3040,3,1,5,-116041.57493290507,0.03,64818.96,-75926.50916829184
12231,54,1216,3,3,4,72619.78978347356,0.1,43861.1,153534.44796604002
12232,52,1216,2,3,4,182436.90583321897,0.08,102829.71,337109.22603022197
12233,41,1440,1,3,1,147648.03631128508,0.22,117600.31,1285051.0307073148
12234,36,1492,3,3,5,-283720.716023489,0.23,53813.1,458696.32707584917
12235,49,1309,1,4,1,-88602.88996221866,0.34,53611.21,407768.06818686466
12236,41,1379,1,3,1,-61282.19623196517,0.2,39577.5,286703.6444261765
12237,57,1805,1,2,1,458447.7143740285,0.05,27372.65,473171.24870176654
12238,52,1857,3,2,3,-380547.4027929922,0.23,152310.91,278114.9652417286
